model,layer,mode,logN,forward_time,backward_time,update_time,num_cores
bcwfc,Linear_64_32,Plain,-,0.000008,0.000021,0.000005,2
bcwfc,Activation_ReLU3,HE,13,0.039333,0.040442,0.000001,2
bcwfc,Activation_ReLU3,Plain,-,0.000002,0.000001,0.000000,2
bcwfc,Linear_32_16,HE,13,1.380073,3.960847,0.096141,2
bcwfc,Linear_32_16,Plain,-,0.000005,0.000022,0.000002,2
bcwfc,Activation_ReLU3,HE,13,0.039512,0.040678,0.000001,2
bcwfc,Activation_ReLU3,Plain,-,0.000002,0.000002,0.000000,2
bcwfc,Linear_16_10,HE,13,0.779470,2.120780,0.060566,2
bcwfc,Linear_16_10,Plain,-,0.000009,0.000014,0.000001,2
bcwfc,Linear_64_32,HE,13,3.112389,9.117202,0.182739,2
bcwfc,Linear_64_32,Plain,-,0.000018,0.000014,0.000005,2
bcwfc,Activation_ReLU3,HE,13,0.036427,0.037662,0.000001,2
bcwfc,Activation_ReLU3,Plain,-,0.000002,0.000001,0.000000,2
bcwfc,Linear_32_16,HE,13,1.318439,3.733956,0.091763,2
bcwfc,Linear_32_16,Plain,-,0.000008,0.000007,0.000002,2
bcwfc,Activation_ReLU3,HE,13,0.036465,0.037839,0.000001,2
bcwfc,Activation_ReLU3,Plain,-,0.000002,0.000001,0.000000,2
bcwfc,Linear_16_10,HE,13,0.740291,2.000120,0.057684,2
bcwfc,Linear_16_10,Plain,-,0.000003,0.000008,0.000001,2
mnistfc,Linear_784_128,HE,13,16.038757,120.445474,0.796143,2
mnistfc,Linear_784_128,Plain,-,0.000265,0.000800,0.000718,2
mnistfc,Activation_ReLU3,HE,13,0.042174,0.043278,0.000001,2
mnistfc,Activation_ReLU3,Plain,-,0.000005,0.000001,0.000000,2
mnistfc,Linear_128_32,HE,13,3.323114,14.585015,0.189131,2
mnistfc,Linear_128_32,Plain,-,0.000013,0.000039,0.000009,2
mnistfc,Activation_ReLU3,HE,13,0.038794,0.039952,0.000001,2
mnistfc,Activation_ReLU3,Plain,-,0.000001,0.000001,0.000000,2
mnistfc,Linear_32_10,HE,13,0.852911,3.344885,0.059995,2
mnistfc,Linear_32_10,Plain,-,0.000004,0.000008,0.000001,2
mnistfc,Linear_784_128,HE,13,16.225892,102.586898,0.663498,2
mnistfc,Linear_784_128,Plain,-,0.000179,0.000457,0.000621,2
mnistfc,Activation_ReLU3,HE,13,0.031326,0.032814,0.000001,2
mnistfc,Activation_ReLU3,Plain,-,0.000011,0.000003,0.000000,2
mnistfc,Linear_128_32,HE,13,3.005197,12.492404,0.160444,2
mnistfc,Linear_128_32,Plain,-,0.000016,0.000025,0.000009,2
mnistfc,Activation_ReLU3,HE,13,0.031352,0.033848,0.000001,2
mnistfc,Activation_ReLU3,Plain,-,0.000002,0.000023,0.000000,2
mnistfc,Linear_32_10,HE,13,0.745429,2.718868,0.051200,2
mnistfc,Linear_32_10,Plain,-,0.000004,0.000012,0.000001,2
